shift,date,age,latitude,longitude,primary_fur_color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,unique_squirrel_id
AM,2018-10-17 00:00:00,Adult,40.7789728381912,-73.9674688433583,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,17E-AM-1017-06
PM,2018-10-07 00:00:00,Adult,40.7717074044466,-73.9706360005275,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,9G-PM-1007-05
PM,2018-10-07 00:00:00,Adult,40.7668300056094,-73.9783366903829,Gray,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,true,false,1D-PM-1007-03
AM,2018-10-14 00:00:00,Adult,40.7945126358465,-73.9622047677701,Gray,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,true,false,35A-AM-1014-06
PM,2018-10-14 00:00:00,,40.796517007214,-73.9497217674555,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,42I-PM-1014-03
PM,2018-10-06 00:00:00,Juvenile,40.7838870159057,-73.9671306431211,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,false,22C-PM-1006-05
PM,2018-10-18 00:00:00,Adult,40.7696870806229,-73.9786714207307,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,true,false,false,4B-PM-1018-01
PM,2018-10-14 00:00:00,Adult,40.7743391883762,-73.9750992564362,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false,10B-PM-1014-03
PM,2018-10-14 00:00:00,Adult,40.7980460204041,-73.9556218199258,Gray,Ground Plane,,false,false,false,true,false,"digging,drinking",false,false,false,false,false,false,false,true,41D-PM-1014-01
AM,2018-10-13 00:00:00,,40.7867482211349,-73.9677779408464,Gray,Above Ground,BIG TREE,false,true,false,false,false,chasing #3,false,false,false,true,false,false,true,false,25A-AM-1013-02
PM,2018-10-13 00:00:00,Adult,40.7950033150385,-73.9612398509782,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,true,false,false,false,true,35A-PM-1013-12
AM,2018-10-10 00:00:00,Adult,40.7664488175384,-73.9720553753548,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,3I-AM-1010-04
PM,2018-10-10 00:00:00,Adult,40.7787780193358,-73.9700148248402,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,16D-PM-1010-04
PM,2018-10-13 00:00:00,Adult,40.7685079149692,-73.9789126088606,Gray,Ground Plane,,false,false,false,false,false,,false,false,false,false,false,true,false,false,2C-PM-1013-08
AM,2018-10-08 00:00:00,Adult,40.7723666382125,-73.9771843912229,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,7B-AM-1008-01
AM,2018-10-07 00:00:00,Juvenile,40.7827698220703,-73.9646597452128,Cinnamon,Above Ground,,false,false,true,false,false,,false,false,false,false,true,false,false,false,22F-AM-1007-07
AM,2018-10-06 00:00:00,Adult,40.7717086090782,-73.97826438139,Gray,Ground Plane,,false,true,false,false,true,,false,false,false,false,true,false,false,false,6A-AM-1006-04
PM,2018-10-12 00:00:00,Adult,40.7718260288338,-73.9785133301426,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,6A-PM-1012-05
PM,2018-10-07 00:00:00,Adult,40.7943086530436,-73.9543323786888,Gray,Above Ground,,false,false,false,true,false,"lying on belly on branch,eating big nut",false,false,false,false,false,false,false,false,37G-PM-1007-03
PM,2018-10-18 00:00:00,Adult,40.7760942872488,-73.9712256765283,Gray,Ground Plane,,false,false,false,false,true,digging,false,false,false,false,false,false,true,false,13D-PM-1018-13
AM,2018-10-14 00:00:00,Juvenile,40.7918150568046,-73.9593352806175,Black,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,true,33E-AM-1014-02
PM,2018-10-14 00:00:00,Juvenile,40.7781916780621,-73.9727488640736,Gray,Ground Plane,,false,false,false,false,false,watching me,false,false,false,false,false,true,false,false,14B-PM-1014-06
PM,2018-10-13 00:00:00,Adult,40.7707167671865,-73.9742804552383,Gray,Ground Plane,On rocks,false,false,false,true,true,,false,false,false,false,true,false,true,false,7E-PM-1013-05
AM,2018-10-13 00:00:00,Juvenile,40.7743883576247,-73.9769319450348,Gray,Ground Plane,foot of tree,true,true,false,false,false,,false,false,false,false,false,false,true,false,9A-AM-1013-11
AM,2018-10-10 00:00:00,Adult,40.7748300991287,-73.9718270820347,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,11D-AM-1010-06
PM,2018-10-18 00:00:00,Juvenile,40.7802972001469,-73.9698196671161,Gray,Above Ground,,true,true,false,false,false,,false,false,false,false,false,false,false,true,18C-PM-1018-03
PM,2018-10-07 00:00:00,Adult,40.7920949788358,-73.9530263552489,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,true,false,36I-PM-1007-05
PM,2018-10-14 00:00:00,Adult,40.7682921842325,-73.9808202088503,Cinnamon,Above Ground,,false,true,false,false,false,,false,false,false,false,false,false,false,false,1A-PM-1014-02
PM,2018-10-14 00:00:00,Adult,40.7976985385835,-73.9522291603405,Gray,Above Ground,,false,false,true,false,true,,false,false,true,false,false,false,false,true,42G-PM-1014-01
PM,2018-10-10 00:00:00,Adult,40.7709413567859,-73.9685751595485,Gray,Above Ground,ran up tree,true,false,false,false,false,,false,false,false,false,false,false,false,true,9I-PM-1010-07
AM,2018-10-13 00:00:00,Adult,40.776034583573,-73.9721592378418,Gray,Ground Plane,,false,true,false,false,false,,true,false,false,false,false,false,true,false,12C-AM-1013-02
PM,2018-10-07 00:00:00,,40.794201225045,-73.9540908513075,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,37G-PM-1007-04
AM,2018-10-20 00:00:00,Adult,40.7934570294469,-73.9573930079918,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,35E-AM-1020-03
PM,2018-10-12 00:00:00,Adult,40.7715726159383,-73.9717580228664,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,false,8F-PM-1012-01
PM,2018-10-10 00:00:00,Adult,40.7908540751983,-73.9547711796823,Gray,,,false,false,false,false,true,,false,false,false,false,true,false,false,false,34I-PM-1010-06
AM,2018-10-14 00:00:00,Juvenile,40.7913119223584,-73.9589675995517,Black,Above Ground,,false,true,false,false,false,,false,false,false,false,false,false,true,false,33E-AM-1014-09
PM,2018-10-10 00:00:00,Adult,40.7782055688113,-73.9698762023146,Gray,Ground Plane,,false,true,false,false,false,,true,false,false,false,false,false,true,false,16D-PM-1010-09
AM,2018-10-07 00:00:00,Adult,40.7751342870705,-73.9671549566066,Gray,Above Ground,top of tree,true,false,false,false,false,jumping between branches,false,false,false,false,false,false,true,false,14H-AM-1007-01
PM,2018-10-10 00:00:00,Adult,40.7742813149957,-73.9679399097382,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,13H-PM-1010-09
AM,2018-10-07 00:00:00,Adult,40.789133072717,-73.9629420113622,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,29C-AM-1007-03
PM,2018-10-07 00:00:00,,40.7737911559867,-73.9688466874605,Gray,Ground Plane,,false,false,false,false,false,,false,false,false,false,false,false,false,false,12G-PM-1007-05
PM,2018-10-14 00:00:00,Adult,40.7779692777193,-73.9642411990432,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,true,false,false,true,false,18H-PM-1014-03
AM,2018-10-08 00:00:00,Adult,40.7758743113817,-73.9653279069888,Gray,Above Ground,on fence,false,false,false,true,false,,false,false,false,false,false,false,false,true,15I-AM-1008-02
AM,2018-10-07 00:00:00,Adult,40.7990928062435,-73.9556937218252,Gray,Ground Plane,,false,false,false,false,false,walking,false,false,false,false,false,false,true,false,42C-AM-1007-04
PM,2018-10-14 00:00:00,,40.7952765022241,-73.9558809064648,Gray,Ground Plane,THICK UNDERGROWTH,false,false,false,false,true,,false,false,false,false,false,false,true,false,38E-PM-1014-03
AM,2018-10-17 00:00:00,Adult,40.797027128241,-73.957976896139,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,39C-AM-1017-04
PM,2018-10-10 00:00:00,Adult,40.7707561532949,-73.9769887473852,Gray,Ground Plane,,true,false,false,true,false,,false,false,false,false,false,false,true,false,5C-PM-1010-04
PM,2018-10-18 00:00:00,Adult,40.7752614638023,-73.9655905300923,Cinnamon,Above Ground,,true,false,true,false,false,,false,false,false,false,true,false,true,false,14I-PM-1018-06
PM,2018-10-17 00:00:00,Adult,40.7909991733435,-73.9588886083793,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,32E-PM-1017-01
PM,2018-10-13 00:00:00,Juvenile,40.7738879545412,-73.9754836796706,Gray,Ground Plane,,false,false,false,false,false,playing,false,false,false,false,true,false,true,false,9B-PM-1013-01
AM,2018-10-10 00:00:00,Adult,40.7878502338031,-73.9662939630722,Gray,Ground Plane,running across bridle path,true,false,false,false,false,,false,false,false,false,false,false,false,true,26B-AM-1010-01
AM,2018-10-14 00:00:00,Juvenile,40.7909351393505,-73.9613051957306,Gray,Ground Plane,Undergrowth,false,false,false,false,true,,false,false,false,false,false,false,false,true,31D-AM-1014-02
PM,2018-10-10 00:00:00,Adult,40.770606513989,-73.9764235373322,Cinnamon,Ground Plane,,false,false,true,false,true,,false,false,false,false,false,false,false,false,5C-PM-1010-11
AM,2018-10-14 00:00:00,Adult,40.7787503220242,-73.9705053821577,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,16C-AM-1014-04
PM,2018-10-18 00:00:00,Adult,40.770281512254,-73.9763791121438,Gray,Ground Plane,,false,true,false,false,false,chasing (dog chasing),false,false,false,false,false,false,false,true,5D-PM-1018-04
PM,2018-10-13 00:00:00,Adult,40.7952466761832,-73.9600165785486,Gray,Ground Plane,,true,true,false,false,false,,false,false,false,false,true,false,false,true,36B-PM-1013-03
AM,2018-10-17 00:00:00,Adult,40.7980080911115,-73.9573724133264,Gray,Ground Plane,,false,true,false,true,false,chasing (#1),false,false,false,false,false,false,false,true,40C-AM-1017-02
AM,2018-10-13 00:00:00,Adult,40.7855654405447,-73.9580109357087,Gray,Ground Plane,Jumped onto path & then back into brush,false,false,false,false,false,stood on fence,false,false,false,false,false,false,false,true,28I-AM-1013-01
AM,2018-10-18 00:00:00,Adult,40.7950157489103,-73.9548877830136,Gray,Ground Plane,,false,false,true,false,false,,false,false,false,false,false,false,false,false,38F-AM-1018-04
AM,2018-10-10 00:00:00,Adult,40.7661199889431,-73.9767314435027,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,1F-AM-1010-01
AM,2018-10-14 00:00:00,,40.7875392957722,-73.9673243699918,Gray,Ground Plane,,false,true,false,false,true,,false,false,false,false,false,false,false,false,26A-AM-1014-01
AM,2018-10-07 00:00:00,Adult,40.7907347708353,-73.9596375907038,Black,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,32E-AM-1007-05
PM,2018-10-20 00:00:00,Juvenile,40.7786749596774,-73.9673235555321,Gray,Above Ground,,false,false,false,true,false,,false,false,false,false,false,false,false,false,17F-PM-1020-04
PM,2018-10-13 00:00:00,Adult,40.7755119810678,-73.9757536187319,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,11A-PM-1013-03
AM,2018-10-17 00:00:00,Adult,40.7789234397249,-73.9675047480308,Gray,Ground Plane,Pond area,false,false,false,false,true,,false,false,false,false,false,false,true,false,17E-AM-1017-01
PM,2018-10-19 00:00:00,Adult,40.7880617963868,-73.9562765288004,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,31I-PM-1019-02
PM,2018-10-06 00:00:00,,40.7892400394941,-73.9558589529608,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,32H-PM-1006-02
PM,2018-10-12 00:00:00,Adult,40.7716184505002,-73.9785536529136,Cinnamon,Ground Plane,elevated ground,false,true,false,false,true,,false,false,false,false,false,false,true,false,6A-PM-1012-07
AM,2018-10-17 00:00:00,Adult,40.7803588122409,-73.9719036217446,Gray,Above Ground,ground & tree,true,false,true,false,true,,false,false,false,false,true,false,false,true,17A-AM-1017-01
AM,2018-10-17 00:00:00,Adult,40.7975685470963,-73.9568382279233,Gray,Ground Plane,,false,false,false,false,true,digging,false,false,false,false,false,false,true,false,40C-AM-1017-07
PM,2018-10-14 00:00:00,Adult,40.773709213914,-73.976730206737,Gray,Ground Plane,,false,false,true,true,false,,true,false,false,false,false,false,false,true,8A-PM-1014-01
PM,2018-10-19 00:00:00,Adult,40.7761311465857,-73.972212563004,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,true,true,false,13C-PM-1019-05
PM,2018-10-08 00:00:00,Adult,40.7692377401467,-73.9758152322587,Gray,,,false,true,false,false,false,chasing #4,false,false,false,false,false,false,false,false,4E-PM-1008-03
PM,2018-10-13 00:00:00,Juvenile,40.7979800395433,-73.954092292214,Gray,Above Ground,,false,false,false,true,false,,false,false,false,false,false,false,false,false,41E-PM-1013-05
AM,2018-10-08 00:00:00,Adult,40.7663703404546,-73.9734762649298,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,true,false,false,false,3H-AM-1008-05
AM,2018-10-07 00:00:00,Adult,40.79800412717,-73.9539400028236,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,41E-AM-1007-02
AM,2018-10-14 00:00:00,Adult,40.7968774599654,-73.9554891003543,Gray,Ground Plane,,false,false,true,false,true,,false,false,false,false,false,false,true,false,40E-AM-1014-03
AM,2018-10-10 00:00:00,,40.7683896665502,-73.9809610117171,Gray,Above Ground,perched on small fence,false,false,false,true,false,,false,false,false,false,true,false,false,true,2A-AM-1010-02
PM,2018-10-17 00:00:00,Adult,40.7697950141751,-73.9801661903932,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,true,false,false,3A-PM-1017-03
PM,2018-10-06 00:00:00,Adult,40.7878756067582,-73.9570056123953,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,true,false,false,false,true,30I-PM-1006-02
PM,2018-10-13 00:00:00,Adult,40.7795238784266,-73.9703401385684,Gray,Ground Plane,then perched on 2-ft high border fencing,false,false,false,false,true,,false,false,false,false,false,false,false,true,17C-PM-1013-01
AM,2018-10-13 00:00:00,Juvenile,40.7741908010484,-73.976769659152,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,false,9A-AM-1013-04
PM,2018-10-14 00:00:00,Juvenile,40.7731671049246,-73.9728783802067,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,true,false,9E-PM-1014-02
AM,2018-10-14 00:00:00,Adult,40.7987578541123,-73.9553726714504,Gray,Above Ground,,false,false,false,false,false,jumping,false,false,false,false,false,false,true,false,41D-AM-1014-02
AM,2018-10-12 00:00:00,,40.7759013923034,-73.9679008849677,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,14G-AM-1012-02
PM,2018-10-06 00:00:00,Adult,40.7693499326095,-73.9704575848926,Black,Ground Plane,by tree,false,false,false,true,true,,false,false,false,true,false,true,false,true,7H-PM-1006-09
AM,2018-10-17 00:00:00,Adult,40.796268457326,-73.9572686979412,Gray,Ground Plane,,false,false,false,false,true,digging,false,false,false,false,false,false,false,false,38D-AM-1017-03
AM,2018-10-07 00:00:00,Adult,40.7825966332367,-73.9638298997554,Cinnamon,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,22F-AM-1007-03
AM,2018-10-10 00:00:00,Adult,40.7680560871695,-73.9700759073973,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,5I-AM-1010-01
AM,2018-10-13 00:00:00,Adult,40.7761086352438,-73.9721854790038,Gray,Ground Plane,,false,false,false,false,true,burying,false,false,false,false,false,false,true,false,12C-AM-1013-01
AM,2018-10-06 00:00:00,Adult,40.7682390282581,-73.9766440589836,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,true,false,false,false,true,3E-AM-1006-02
PM,2018-10-14 00:00:00,Adult,40.7664248283566,-73.9725174868556,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,3H-PM-1014-07
AM,2018-10-08 00:00:00,Adult,40.7966823114508,-73.9563661256875,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,39D-AM-1008-03
AM,2018-10-14 00:00:00,Adult,40.7705162616199,-73.9687027782726,Gray,Above Ground,,false,false,true,false,true,,false,false,false,false,false,false,false,false,9I-AM-1014-09
AM,2018-10-12 00:00:00,Adult,40.7883829851518,-73.9624538733037,Cinnamon,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,true,28D-AM-1012-04
AM,2018-10-06 00:00:00,Adult,40.7726873760687,-73.9706903740547,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,true,false,true,false,10G-AM-1006-07
AM,2018-10-12 00:00:00,Juvenile,40.7678723471007,-73.9802079259866,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false,1B-AM-1012-10
PM,2018-10-06 00:00:00,Adult,40.7910157676119,-73.9602398690946,Gray,Above Ground,,false,false,false,true,false,,false,false,false,false,true,false,true,false,32D-PM-1006-04
AM,2018-10-10 00:00:00,Adult,40.7676942639697,-73.9709244006956,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,5I-AM-1010-02
PM,2018-10-08 00:00:00,Adult,40.7905794078843,-73.9588708103486,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,32F-PM-1008-05
PM,2018-10-06 00:00:00,Adult,40.7927301214476,-73.958417813526,Gray,Above Ground,,false,false,false,false,false,sitting and watching on a tree,false,false,false,false,false,false,true,false,34E-PM-1006-01
AM,2018-10-07 00:00:00,Adult,40.7675178797546,-73.9779811967788,Gray,Ground Plane,,true,false,true,false,false,,false,false,false,false,false,false,false,false,2D-AM-1007-01
AM,2018-10-06 00:00:00,Adult,40.7683034739069,-73.9759830650957,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,3E-AM-1006-01
AM,2018-10-10 00:00:00,Adult,40.7682187144432,-73.9710207438538,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,true,false,true,false,5I-AM-1010-05
PM,2018-10-17 00:00:00,Adult,40.7698034314993,-73.9799155966086,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false,3A-PM-1017-08
PM,2018-10-10 00:00:00,Adult,40.7697167828003,-73.977447585355,Gray,Ground Plane,,true,false,false,true,false,,false,false,false,false,false,false,false,false,4C-PM-1010-11
PM,2018-10-17 00:00:00,Adult,40.7971235333699,-73.955018489069,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,40E-PM-1017-02
AM,2018-10-10 00:00:00,Adult,40.7958097849369,-73.9564011421122,Gray,Ground Plane,,false,false,true,false,false,,false,false,false,false,false,false,false,false,38E-AM-1010-02
AM,2018-10-13 00:00:00,Adult,40.7889040503316,-73.9552880892701,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,true,false,false,true,false,32I-AM-1013-04
PM,2018-10-17 00:00:00,Adult,40.7802820943863,-73.9651828383592,Gray,Ground Plane,,true,true,true,false,false,,false,false,false,false,true,true,false,false,19F-PM-1017-06
AM,2018-10-17 00:00:00,Adult,40.7759815566123,-73.9707683621584,Gray,Above Ground,on/in log,true,false,false,false,false,,false,false,false,false,false,false,false,true,13E-AM-1017-11
PM,2018-10-12 00:00:00,Adult,40.7765973509721,-73.9691057326088,Cinnamon,Ground Plane,,true,true,false,true,true,,false,false,false,false,false,false,true,false,14F-PM-1012-07
AM,2018-10-07 00:00:00,Adult,40.7798160637561,-73.9658181813014,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,19F-AM-1007-01
AM,2018-10-08 00:00:00,,40.7791835122147,-73.9695745672033,,Above Ground,"high in tree, couldn't see it, only heard it",false,false,false,false,false,,true,false,false,false,false,false,false,false,17D-AM-1008-06
AM,2018-10-07 00:00:00,Adult,40.7825638537362,-73.9636971843665,Cinnamon,,,false,false,false,false,true,,false,false,false,false,false,false,true,false,22F-AM-1007-04
PM,2018-10-13 00:00:00,Adult,40.7957981310897,-73.9580785600617,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,37C-PM-1013-01
PM,2018-10-08 00:00:00,Adult,40.7762912142457,-73.970595381455,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,13E-PM-1008-05
PM,2018-10-10 00:00:00,Adult,40.774454583585,-73.9767949141123,,Ground Plane,by large tree in sectioned off area,false,false,true,false,false,i think it climbed the tree when i first saw it.,false,false,false,false,false,false,true,false,9A-PM-1010-01
PM,2018-10-18 00:00:00,Juvenile,40.7802302192799,-73.9695964983454,Black,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,18C-PM-1018-08
PM,2018-10-10 00:00:00,Adult,40.7840492606552,-73.9594529310985,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false,26I-PM-1010-04
AM,2018-10-19 00:00:00,Juvenile,40.7838247422369,-73.969353372175,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,21A-AM-1019-06
AM,2018-10-07 00:00:00,Adult,40.7782343912417,-73.9698032734704,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,16D-AM-1007-02
PM,2018-10-08 00:00:00,Juvenile,40.7745309794155,-73.9685080639873,Cinnamon,Above Ground,maple tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,13G-PM-1008-03
AM,2018-10-08 00:00:00,Adult,40.7757643078973,-73.9656098194149,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,true,15I-AM-1008-05
PM,2018-10-06 00:00:00,Adult,40.7701125773248,-73.970465600402,Gray,Ground Plane,"Ran across path to eat behind fence, next to the fence.",true,false,false,true,true,,false,false,false,false,true,false,false,true,7H-PM-1006-05
AM,2018-10-12 00:00:00,Adult,40.7903905787005,-73.9585537668382,Gray,Above Ground,,false,false,true,false,false,bringing green leaves to nest,false,false,false,false,false,false,false,false,32F-AM-1012-03
AM,2018-10-19 00:00:00,Adult,40.797225436004,-73.9504693544225,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false,42H-AM-1019-01
AM,2018-10-06 00:00:00,Adult,40.7702929428604,-73.9691261755936,Gray,Above Ground,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,8I-AM-1006-12
PM,2018-10-13 00:00:00,Juvenile,40.7960663442573,-73.9529230207908,Gray,Ground Plane,along the road,false,false,false,true,false,,false,false,false,false,false,false,false,false,40G-PM-1013-06
AM,2018-10-14 00:00:00,Adult,40.7808999610914,-73.963858549251,Gray,Above Ground,,false,false,false,false,true,,false,false,false,false,true,false,true,false,21G-AM-1014-03
AM,2018-10-17 00:00:00,Adult,40.7959810622342,-73.9576304473722,Gray,Ground Plane,,true,false,false,true,false,eating (nut),false,false,false,false,false,false,false,true,38D-AM-1017-05
AM,2018-10-10 00:00:00,Adult,40.7679259390448,-73.9793565564361,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false,2C-AM-1010-09
PM,2018-10-10 00:00:00,Adult,40.7681019683859,-73.9779228287629,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,3D-PM-1010-01
PM,2018-10-12 00:00:00,Juvenile,40.7932014159087,-73.9570132570934,Gray,Ground Plane,,true,false,false,true,true,,false,false,false,true,false,false,true,true,35F-PM-1012-01
AM,2018-10-10 00:00:00,Adult,40.7931560668672,-73.961547503801,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,33B-AM-1010-06
AM,2018-10-07 00:00:00,Adult,40.7941062008626,-73.9592819491968,,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,35C-AM-1007-06
PM,2018-10-14 00:00:00,Adult,40.7936273636929,-73.9519387881692,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,false,38I-PM-1014-04
PM,2018-10-18 00:00:00,Adult,40.7712062147171,-73.9695569897042,Gray,Ground Plane,,false,false,false,false,false,,false,false,false,false,false,false,true,false,9H-PM-1018-01
PM,2018-10-10 00:00:00,Adult,40.774362775678,-73.9767980925124,,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,9A-PM-1010-02
AM,2018-10-06 00:00:00,Adult,40.7714942196257,-73.9736169886655,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,true,false,false,7E-AM-1006-06
AM,2018-10-17 00:00:00,Adult,40.798181446265,-73.956200809768,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,40C-AM-1017-06
AM,2018-10-07 00:00:00,Adult,40.776340465695,-73.9691585756191,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,14F-AM-1007-03
PM,2018-10-08 00:00:00,Adult,40.7691598773017,-73.9772026572674,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,4D-PM-1008-14
AM,2018-10-08 00:00:00,Adult,40.7691848214817,-73.9745427984089,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,false,false,5E-AM-1008-03
PM,2018-10-06 00:00:00,Adult,40.7981898890735,-73.9574749571848,Gray,Ground Plane,By the main road,true,false,false,false,false,,false,false,false,false,false,false,false,true,40C-PM-1006-08
PM,2018-10-08 00:00:00,Adult,40.7757530583569,-73.9661694463488,Gray,Ground Plane,along bottom of rock outcropping,false,false,false,true,true,,false,false,false,false,false,false,true,false,15H-PM-1008-07
AM,2018-10-14 00:00:00,Adult,40.7905208345549,-73.9626881234742,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,true,false,30C-AM-1014-01
PM,2018-10-18 00:00:00,Adult,40.780390919948,-73.9669814346326,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,true,false,false,true,19E-PM-1018-01
PM,2018-10-07 00:00:00,Adult,40.7666771797442,-73.9718262034469,Black,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,false,false,4I-PM-1007-02
AM,2018-10-07 00:00:00,Adult,40.7728284025195,-73.9745953710328,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,false,8D-AM-1007-07
PM,2018-10-17 00:00:00,Adult,40.7798863522904,-73.9654397484763,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false,19F-PM-1017-03
AM,2018-10-17 00:00:00,Adult,40.7920074462622,-73.9532952763106,Gray,Ground Plane,,false,true,false,false,false,chasing (#7),false,false,false,false,true,false,false,true,36I-AM-1017-08
AM,2018-10-07 00:00:00,Juvenile,40.776062004359,-73.9689627791,Gray,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,true,false,14F-AM-1007-06
PM,2018-10-14 00:00:00,Adult,40.7783823311296,-73.973305698325,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,true,14A-PM-1014-06
PM,2018-10-07 00:00:00,,40.780992836417,-73.9634563222926,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,true,false,false,false,true,21G-PM-1007-04
PM,2018-10-06 00:00:00,Adult,40.7910635810038,-73.9602913105578,Gray,Above Ground,,false,false,false,true,false,,false,false,false,false,true,false,true,false,32D-PM-1006-03
