shift,date,age,latitude,longitude,primary_fur_color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,unique_squirrel_id
PM,2018-10-12 00:00:00,Adult,40.7767162824413,-73.9690362384597,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,14F-PM-1012-09
PM,2018-10-10 00:00:00,Adult,40.7923116396365,-73.9628932797886,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,false,false,32B-PM-1010-05
AM,2018-10-07 00:00:00,Adult,40.7710769301257,-73.9770508584979,,Above Ground,,false,false,true,false,false,pulling things off branches,false,false,false,false,false,false,false,false,6C-AM-1007-02
PM,2018-10-06 00:00:00,Adult,40.7956853415959,-73.9545425520879,Gray,Above Ground,in tree,false,false,true,false,false,climbing down,false,false,false,false,false,false,false,true,39F-PM-1006-04
PM,2018-10-07 00:00:00,Adult,40.7776953065849,-73.9639024988123,Gray,Above Ground,,false,false,true,true,true,hanging upside down,false,false,false,false,false,false,true,false,18I-PM-1007-01
AM,2018-10-08 00:00:00,Adult,40.7889786103871,-73.9607056611532,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,30E-AM-1008-03
AM,2018-10-17 00:00:00,Adult,40.7815633947684,-73.9655238539833,Gray,Above Ground,,false,true,false,false,false,,false,false,false,false,false,false,true,false,21E-AM-1017-03
AM,2018-10-07 00:00:00,Adult,40.7728776887397,-73.9746049088475,Gray,Ground Plane,"behind fence, safe",true,false,false,false,true,,false,false,false,false,false,false,true,false,8C-AM-1007-01
AM,2018-10-19 00:00:00,Adult,40.7972599930224,-73.9599202233536,Gray,Above Ground,,true,true,true,false,false,,false,false,false,false,false,false,true,false,38A-AM-1019-02
AM,2018-10-10 00:00:00,Adult,40.7692776896995,-73.9806718258385,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,false,false,2A-AM-1010-07
AM,2018-10-10 00:00:00,Adult,40.7957539444068,-73.9564215689843,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,38E-AM-1010-01
PM,2018-10-07 00:00:00,Adult,40.7810384867375,-73.9642666013207,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,true,false,false,true,false,21G-PM-1007-03
AM,2018-10-06 00:00:00,Adult,40.7671734667361,-73.9752029513644,Cinnamon,Ground Plane,on a rock,false,false,false,false,true,,false,false,false,false,false,false,false,true,3F-AM-1006-04
PM,2018-10-14 00:00:00,Adult,40.7670239327996,-73.9755836827968,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,2F-PM-1014-02
PM,2018-10-07 00:00:00,Adult,40.7728498106357,-73.9744555348544,Cinnamon,,,false,false,false,false,true,,false,false,false,false,false,false,false,true,8D-PM-1007-03
AM,2018-10-18 00:00:00,Juvenile,40.782206970617,-73.9635606199784,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,22G-AM-1018-03
AM,2018-10-13 00:00:00,Adult,40.7722754599865,-73.9734969320943,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,8E-AM-1013-01
PM,2018-10-13 00:00:00,,40.7945150173918,-73.9615090149261,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,true,35A-PM-1013-09
AM,2018-10-13 00:00:00,Juvenile,40.7732949090005,-73.9770119133023,,Above Ground,fence,true,true,false,true,true,playing tag together,false,false,false,false,false,true,false,false,8A-AM-1013-04
AM,2018-10-07 00:00:00,Adult,40.7725660224983,-73.9737060043988,Gray,Above Ground,,false,false,false,true,false,,false,false,false,false,false,false,false,false,8D-AM-1007-05
PM,2018-10-12 00:00:00,Juvenile,40.7649106677138,-73.9736873018042,Gray,Above Ground,tree,false,false,true,false,false,,true,false,false,false,false,false,false,true,1I-PM-1012-02
PM,2018-10-13 00:00:00,Adult,40.7947179071388,-73.9617519095277,Gray,Ground Plane,In the weeds by the pool,false,false,false,false,true,,false,false,false,false,false,false,false,true,35A-PM-1013-04
PM,2018-10-10 00:00:00,Adult,40.784115697669,-73.9594391759139,Gray,Above Ground,tree,false,false,true,true,true,,false,false,false,false,true,false,true,false,26I-PM-1010-03
AM,2018-10-06 00:00:00,Adult,40.7697178648002,-73.9713665249614,Gray,Ground Plane,,true,false,false,false,false,nut in mouth,false,false,false,false,false,false,true,false,7H-AM-1006-01
PM,2018-10-20 00:00:00,Adult,40.7715081817329,-73.9759428006237,Gray,Ground Plane,,false,true,false,false,false,,false,true,false,false,false,false,false,false,7C-PM-1020-06
AM,2018-10-14 00:00:00,Juvenile,40.7792529489016,-73.9710025484537,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,16C-AM-1014-01
PM,2018-10-07 00:00:00,Juvenile,40.792363826828,-73.9527196716568,Cinnamon,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,true,36I-PM-1007-11
AM,2018-10-18 00:00:00,Adult,40.7961869951798,-73.9592392692535,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,37B-AM-1018-02
AM,2018-10-07 00:00:00,Adult,40.7728528164878,-73.9747060143742,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,8C-AM-1007-02
AM,2018-10-06 00:00:00,Adult,40.7656357433691,-73.9726459773995,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,2I-AM-1006-02
PM,2018-10-14 00:00:00,Adult,40.7980336018554,-73.9560731738677,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,41D-PM-1014-02
PM,2018-10-13 00:00:00,Adult,40.7695511718541,-73.9701408623121,Cinnamon,Ground Plane,Grass,true,false,false,true,false,,false,false,false,true,false,false,false,false,7I-PM-1013-04
PM,2018-10-17 00:00:00,Juvenile,40.7722062991044,-73.9699513151755,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,10G-PM-1017-05
AM,2018-10-08 00:00:00,Adult,40.7728567364852,-73.9770628333002,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,7B-AM-1008-06
PM,2018-10-14 00:00:00,Adult,40.7783069735758,-73.9736800575584,Gray,Ground Plane,,false,true,false,false,false,chasing (#3),false,false,false,false,true,false,true,false,14A-PM-1014-04
AM,2018-10-13 00:00:00,Adult,40.7904807427954,-73.9564632239432,Cinnamon,Above Ground,shelter in hole in tree,false,false,true,false,false,,false,false,false,false,false,false,true,true,33G-AM-1013-01
PM,2018-10-12 00:00:00,Adult,40.7817434070169,-73.9653135277149,Gray,Above Ground,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,21E-PM-1012-01
PM,2018-10-19 00:00:00,Adult,40.7768376656119,-73.9708860879459,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,14D-PM-1019-15
AM,2018-10-10 00:00:00,Adult,40.7929809144271,-73.9530535624781,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,37I-AM-1010-02
PM,2018-10-08 00:00:00,Adult,40.7715988711659,-73.9734654671008,Gray,Ground Plane,"5, 6, 7 all at same tree trunk base",false,true,true,false,false,,false,false,false,false,false,false,false,false,8E-PM-1008-06
PM,2018-10-10 00:00:00,Juvenile,40.7924176673037,-73.9619673317128,Gray,Above Ground,running up tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,33B-PM-1010-08
PM,2018-10-06 00:00:00,Juvenile,40.7841166727168,-73.9669782832746,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,false,22C-PM-1006-13
PM,2018-10-07 00:00:00,Juvenile,40.768895893226,-73.9795585338537,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,3B-PM-1007-08
PM,2018-10-13 00:00:00,Adult,40.7683513714892,-73.9790263372004,Gray,,,true,false,false,false,true,,false,false,false,false,false,false,false,false,2C-PM-1013-07
PM,2018-10-07 00:00:00,,40.7744098063421,-73.969347812694,Gray,Above Ground,in tree,false,true,false,false,false,,false,false,false,false,false,false,false,false,12G-PM-1007-02
AM,2018-10-06 00:00:00,Adult,40.7750175306716,-73.9762494239719,Cinnamon,Ground Plane,near Strawberry Fields,false,false,false,true,false,eating (a peanut),false,false,false,false,false,true,false,false,10A-AM-1006-01
PM,2018-10-13 00:00:00,Juvenile,40.7741168933928,-73.9763373510536,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,false,true,9B-PM-1013-09
PM,2018-10-14 00:00:00,Adult,40.7969397424182,-73.9498421746221,Cinnamon,Above Ground,,true,false,false,false,false,,false,false,false,false,false,false,false,true,42I-PM-1014-02
AM,2018-10-19 00:00:00,Juvenile,40.7842441291991,-73.9695881075086,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,21A-AM-1019-01
AM,2018-10-07 00:00:00,Adult,40.7715437147052,-73.9766342125035,,Above Ground,,false,false,true,false,false,dropping acorns,false,false,false,false,false,false,false,false,6C-AM-1007-08
PM,2018-10-18 00:00:00,Adult,40.7816501516863,-73.969570012716,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,19B-PM-1018-04
PM,2018-10-13 00:00:00,Adult,40.7971563708988,-73.9557399927792,Gray,Ground Plane,,true,true,false,false,false,,false,false,false,false,false,false,false,true,40D-PM-1013-07
PM,2018-10-20 00:00:00,Adult,40.7716757945251,-73.9768254058709,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,false,true,6C-PM-1020-03
AM,2018-10-07 00:00:00,Adult,40.7723781376714,-73.9736016229655,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,8D-AM-1007-03
AM,2018-10-06 00:00:00,Adult,40.7700011818847,-73.9690498876944,Gray,Above Ground,,false,false,true,false,true,,false,false,false,false,false,false,true,false,8I-AM-1006-07
PM,2018-10-07 00:00:00,Adult,40.7702181099573,-73.9800499498034,Gray,Ground Plane,At rock,false,false,false,false,true,,false,false,false,true,true,false,true,false,4A-PM-1007-05
AM,2018-10-08 00:00:00,Adult,40.7691228794395,-73.974519308015,Gray,Above Ground,trellis,true,false,false,false,true,,false,false,false,false,false,true,false,false,5E-AM-1008-02
AM,2018-10-10 00:00:00,Adult,40.7953143196705,-73.9561600237284,Gray,Above Ground,over a log across stream,false,false,false,false,false,chillin',false,false,false,false,false,false,false,true,38E-AM-1010-10
AM,2018-10-08 00:00:00,Adult,40.7791851598197,-73.9696720362627,Gray,Ground Plane,,false,false,false,false,false,,false,false,false,false,true,false,true,false,17D-AM-1008-04
AM,2018-10-08 00:00:00,Adult,40.7724091146678,-73.9729142912203,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,9E-AM-1008-03
PM,2018-10-14 00:00:00,Adult,40.7979689846815,-73.9583944353352,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,true,39B-PM-1014-04
PM,2018-10-14 00:00:00,Adult,40.7822708362663,-73.9649465476871,Gray,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,true,false,22F-PM-1014-07
PM,2018-10-14 00:00:00,Adult,40.7782157459155,-73.9645989003589,Gray,Ground Plane,,false,false,true,true,false,,false,false,false,false,false,false,true,false,18H-PM-1014-01
PM,2018-10-07 00:00:00,Adult,40.7659431884158,-73.9746934810667,Gray,Ground Plane,,false,false,false,false,false,burying nut,false,false,false,false,true,false,true,false,2G-PM-1007-02
PM,2018-10-12 00:00:00,Adult,40.7763203164339,-73.9691821206863,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false,14F-PM-1012-03
PM,2018-10-10 00:00:00,Adult,40.7711934835539,-73.9682688752331,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,9I-PM-1010-06
AM,2018-10-07 00:00:00,Adult,40.781130706026,-73.9611399573659,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,22I-AM-1007-01
PM,2018-10-10 00:00:00,Juvenile,40.7899295439265,-73.9640989602986,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false,29B-PM-1010-03
PM,2018-10-14 00:00:00,Juvenile,40.7760966488186,-73.9746940851342,Gray,Above Ground,,false,true,false,false,false,,false,false,false,false,false,false,false,false,11B-PM-1014-02
PM,2018-10-17 00:00:00,Adult,40.7906520520417,-73.9589698681439,Gray,Ground Plane,treed area,false,false,false,true,true,,false,false,false,false,false,false,false,true,32E-PM-1017-06
AM,2018-10-07 00:00:00,Adult,40.7677344709178,-73.9777497645834,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,2D-AM-1007-04
PM,2018-10-06 00:00:00,Adult,40.794924397955,-73.9566686940197,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,37E-PM-1006-05
PM,2018-10-13 00:00:00,Adult,40.7960622445291,-73.9594332600733,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,true,false,37B-PM-1013-02
PM,2018-10-06 00:00:00,Adult,40.7878795081255,-73.9568726508546,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,30I-PM-1006-03
PM,2018-10-06 00:00:00,Adult,40.7898646267709,-73.9545399102352,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,33I-PM-1006-06
PM,2018-10-07 00:00:00,Adult,40.7776485679354,-73.9638167248251,Cinnamon,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,false,false,18I-PM-1007-03
PM,2018-10-13 00:00:00,Adult,40.7829225326288,-73.9638141923763,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,true,false,23F-PM-1013-03
PM,2018-10-14 00:00:00,Adult,40.7667622711142,-73.9759258407288,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,2F-PM-1014-05
PM,2018-10-13 00:00:00,Adult,40.7676402781925,-73.9790889008147,Cinnamon,Ground Plane,,false,false,true,false,true,,false,false,false,false,false,true,false,false,1C-PM-1013-01
AM,2018-10-07 00:00:00,Adult,40.7904737110761,-73.9637824756607,Gray,Above Ground,,true,false,false,true,false,,false,false,false,false,false,false,false,false,30B-AM-1007-08
PM,2018-10-06 00:00:00,Juvenile,40.7802960985637,-73.9678822983274,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,false,false,18E-PM-1006-01
PM,2018-10-14 00:00:00,Adult,40.7982428507976,-73.9593373093799,Gray,Above Ground,Jumped from ground onto branch,false,false,false,false,true,digging?,false,false,false,false,true,false,true,false,39A-PM-1014-03
PM,2018-10-08 00:00:00,Adult,40.768336388516,-73.9754790964561,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,4E-PM-1008-07
PM,2018-10-19 00:00:00,Adult,40.7763054313195,-73.9677593344667,,Above Ground,,false,true,false,false,false,,false,false,false,false,true,false,false,false,15G-PM-1019-07
PM,2018-10-13 00:00:00,Adult,40.7978867539322,-73.9547031549299,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,41E-PM-1013-01
PM,2018-10-12 00:00:00,Adult,40.7934359372871,-73.96052295327,Gray,Ground Plane,,true,false,false,true,true,,false,false,false,false,false,false,true,false,34C-PM-1012-04
PM,2018-10-18 00:00:00,Adult,40.7818586173755,-73.9703705008688,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,19B-PM-1018-02
AM,2018-10-06 00:00:00,Adult,40.7708296517073,-73.973268329435,Gray,Above Ground,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,7E-AM-1006-05
AM,2018-10-10 00:00:00,Adult,40.7841519912635,-73.9593781427412,Gray,Above Ground,,false,false,false,false,true,,false,false,false,false,false,false,false,false,26I-AM-1010-02
PM,2018-10-14 00:00:00,Adult,40.766022437401,-73.9730196342874,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,3H-PM-1014-06
AM,2018-10-13 00:00:00,Adult,40.7910284106931,-73.9604083891356,Gray,Above Ground,,true,false,false,true,false,,false,false,false,false,false,false,true,false,32D-AM-1013-05
AM,2018-10-08 00:00:00,Adult,40.7766518221998,-73.9694591667705,Gray,Above Ground,,false,false,true,true,true,,false,false,false,false,false,false,true,false,14E-AM-1008-12
PM,2018-10-12 00:00:00,Adult,40.7935959584643,-73.9568610943394,Gray,Above Ground,on tree branch,false,false,true,false,true,picking acorns off oak tree,false,false,false,false,false,false,true,false,36E-PM-1012-02
PM,2018-10-07 00:00:00,Adult,40.7914635635784,-73.9631392113757,Gray,Above Ground,,false,true,true,false,false,chasing #1 and climbing tree w/ #1,false,false,false,false,false,false,false,true,31B-PM-1007-02
PM,2018-10-13 00:00:00,Adult,40.7821499135828,-73.9706968708903,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,19A-PM-1013-06
PM,2018-10-06 00:00:00,Adult,40.7887310058451,-73.965675791028,Gray,Ground Plane,By large tree chasing #1,false,true,false,false,true,,false,false,false,false,false,false,false,true,27B-PM-1006-02
AM,2018-10-07 00:00:00,Adult,40.7778691433218,-73.9701634768603,Gray,Above Ground,,false,false,true,true,false,,false,false,false,false,false,false,true,false,15D-AM-1007-03
PM,2018-10-08 00:00:00,Adult,40.7688069184057,-73.9752699507508,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,4E-PM-1008-02
PM,2018-10-06 00:00:00,Adult,40.7948117428147,-73.956998502609,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,true,false,37E-PM-1006-01
PM,2018-10-18 00:00:00,Adult,40.7809656348254,-73.9624052832372,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,true,false,false,21H-PM-1018-04
AM,2018-10-13 00:00:00,Juvenile,40.7740994735325,-73.9765417282001,Gray,Ground Plane,,false,true,false,true,false,,false,false,false,false,false,false,true,false,9A-AM-1013-05
PM,2018-10-12 00:00:00,Juvenile,40.7761309082202,-73.965215665278,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,false,false,15I-PM-1012-02
AM,2018-10-13 00:00:00,Adult,40.7956624328733,-73.9604524271167,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,36B-AM-1013-01
AM,2018-10-14 00:00:00,Adult,40.7946365810826,-73.9618486459307,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,35A-AM-1014-02
AM,2018-10-06 00:00:00,Juvenile,40.7697011100487,-73.9771696835698,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,true,false,4C-AM-1006-04
AM,2018-10-12 00:00:00,Adult,40.7902168635009,-73.9545438656122,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,34I-AM-1012-04
PM,2018-10-08 00:00:00,Adult,40.7691593428471,-73.975836799137,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,4E-PM-1008-05
PM,2018-10-17 00:00:00,Adult,40.7695777009264,-73.9801899519657,Cinnamon,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,3A-PM-1017-02
AM,2018-10-07 00:00:00,Adult,40.7706273151066,-73.97977158132,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,true,false,4A-AM-1007-01
AM,2018-10-10 00:00:00,Juvenile,40.7736531303622,-73.9763542780331,Gray,Above Ground,in bush,false,false,true,false,true,,false,false,false,false,true,false,false,true,9B-AM-1010-02
AM,2018-10-08 00:00:00,Adult,40.7672225695415,-73.9745709109056,Gray,Above Ground,,true,false,true,false,false,in tree,false,false,false,false,false,false,true,false,3G-AM-1008-03
AM,2018-10-12 00:00:00,Adult,40.7679120246352,-73.9797425262459,Cinnamon,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,true,false,1B-AM-1012-02
AM,2018-10-17 00:00:00,Adult,40.7748063281815,-73.9714952092767,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,true,false,12E-AM-1017-02
PM,2018-10-10 00:00:00,Adult,40.7772653590224,-73.9682676237703,Gray,Ground Plane,on path,false,false,false,false,true,,false,false,false,false,false,false,true,false,15F-PM-1010-04
AM,2018-10-13 00:00:00,Adult,40.7978168629875,-73.955429970986,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,true,false,40D-AM-1013-02
PM,2018-10-12 00:00:00,Adult,40.7701092834201,-73.9725844658514,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,false,false,false,7F-PM-1012-02
AM,2018-10-12 00:00:00,Adult,40.7907682009641,-73.9587330707463,Gray,Ground Plane,,false,false,false,false,false,curious about me,false,false,false,false,false,true,false,true,32F-AM-1012-02
AM,2018-10-10 00:00:00,Adult,40.7681759098199,-73.9802564685265,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,true,false,false,true,false,2B-AM-1010-05
AM,2018-10-08 00:00:00,Adult,40.7768078174366,-73.9747959143543,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,12A-AM-1008-01
AM,2018-10-07 00:00:00,Adult,40.7709497471738,-73.9795492724533,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,4A-AM-1007-02
PM,2018-10-18 00:00:00,Adult,40.7753465489231,-73.9657480066074,Cinnamon,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,true,false,false,14I-PM-1018-04
AM,2018-10-14 00:00:00,Adult,40.7705815354769,-73.9686479277215,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,9I-AM-1014-08
PM,2018-10-07 00:00:00,Adult,40.7722592187215,-73.9692472299565,Gray,Above Ground,in tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,10H-PM-1007-01
PM,2018-10-13 00:00:00,Adult,40.7682545903488,-73.9787846880249,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,2C-PM-1013-05
AM,2018-10-07 00:00:00,Adult,40.7736674124746,-73.9765046109019,Gray,Above Ground,,false,false,true,false,true,,false,false,false,false,false,false,true,false,8B-AM-1007-04
PM,2018-10-07 00:00:00,Adult,40.7702117898305,-73.9796142848349,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,true,false,true,false,4A-PM-1007-04
PM,2018-10-17 00:00:00,Juvenile,40.7841049008492,-73.9692846326638,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,false,22A-PM-1017-02
PM,2018-10-14 00:00:00,Juvenile,40.7737313251559,-73.9767141407274,Gray,Ground Plane,,false,false,true,true,false,,false,false,false,false,false,false,false,true,8A-PM-1014-02
PM,2018-10-08 00:00:00,Adult,40.7675540517649,-73.9756345867747,Gray,Above Ground,,true,false,true,false,false,,false,false,false,false,false,false,false,true,3E-PM-1008-09
AM,2018-10-10 00:00:00,Adult,40.7933777553406,-73.9524132295658,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,true,37I-AM-1010-05
PM,2018-10-14 00:00:00,Adult,40.7955127873968,-73.9563652303243,Gray,Ground Plane,on log,false,false,false,false,false,statue,false,false,false,false,false,false,true,false,38E-PM-1014-05
AM,2018-10-18 00:00:00,Adult,40.7745426051392,-73.9743873549635,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,10C-AM-1018-04
AM,2018-10-18 00:00:00,Juvenile,40.7807274581426,-73.9640741640547,Gray,Above Ground,Tree limb,false,false,false,false,false,sitting still on limb,false,false,false,false,false,false,true,false,20G-AM-1018-01
PM,2018-10-07 00:00:00,,40.7735683044313,-73.967975586222,Gray,Ground Plane,grass field,false,false,false,false,true,,false,false,false,false,false,false,false,true,12H-PM-1007-07
AM,2018-10-14 00:00:00,Adult,40.7775003050028,-73.9639700434449,Cinnamon,Ground Plane,Running across fence between statue & swings,true,false,true,true,false,,false,false,false,false,false,false,true,false,17I-AM-1014-01
AM,2018-10-10 00:00:00,Adult,40.799384716477,-73.9577758125518,Cinnamon,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,false,41B-AM-1010-10
PM,2018-10-08 00:00:00,Adult,40.7722712518637,-73.9736995552241,Black,Above Ground,in tree,true,false,true,false,false,,false,false,false,false,false,false,false,false,8E-PM-1008-02
PM,2018-10-13 00:00:00,Adult,40.7803527061859,-73.9701023478746,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,17C-PM-1013-04
AM,2018-10-07 00:00:00,Adult,40.7902529354639,-73.9635412640983,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,true,false,30B-AM-1007-11
PM,2018-10-12 00:00:00,Adult,40.7912068380845,-73.9584661589182,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,true,false,true,false,33F-PM-1012-01
AM,2018-10-06 00:00:00,Adult,40.7703014325728,-73.9688438058715,Gray,Above Ground,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,8I-AM-1006-05
PM,2018-10-17 00:00:00,Adult,40.7906003311747,-73.9603471161869,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,32E-PM-1017-15
AM,2018-10-13 00:00:00,Adult,40.7761316400012,-73.9665763797607,Gray,Above Ground,,false,false,true,false,false,,false,false,false,false,false,false,true,false,15H-AM-1013-03
AM,2018-10-13 00:00:00,Adult,40.7974510797567,-73.955710327539,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,true,false,40D-AM-1013-03
PM,2018-10-13 00:00:00,Adult,40.7755542506699,-73.9756825338299,Cinnamon,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,false,true,false,11A-PM-1013-02
PM,2018-10-07 00:00:00,Adult,40.7858776210151,-73.9684806250183,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,24A-PM-1007-03
AM,2018-10-10 00:00:00,Adult,40.7840886870652,-73.9594045885402,Gray,Above Ground,,false,false,false,false,true,,false,false,false,false,false,false,false,false,26I-AM-1010-01
AM,2018-10-14 00:00:00,Adult,40.7981463047425,-73.9561091686663,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false,41D-AM-1014-04
PM,2018-10-14 00:00:00,Adult,40.7782401548362,-73.9733437449715,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false,14B-PM-1014-07
PM,2018-10-17 00:00:00,Adult,40.7803438278765,-73.9652134469963,Gray,Ground Plane,,true,true,true,false,false,,false,false,false,false,true,false,false,true,19F-PM-1017-05
PM,2018-10-20 00:00:00,Adult,40.7695231949631,-73.9714798196777,,Above Ground,Fence pole,false,false,true,false,false,,false,false,false,false,false,false,false,true,6H-PM-1020-02
AM,2018-10-06 00:00:00,Juvenile,40.7678213857557,-73.9755041276839,Gray,Ground Plane,,true,false,false,false,true,,false,false,false,false,false,true,false,false,3F-AM-1006-13
PM,2018-10-06 00:00:00,Adult,40.7900513933531,-73.9601561064548,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false,31E-PM-1006-08
AM,2018-10-19 00:00:00,Adult,40.7961057536141,-73.9581241870185,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,false,true,38C-AM-1019-05
AM,2018-10-19 00:00:00,Juvenile,40.7963351225672,-73.9576219570858,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,true,38C-AM-1019-03
AM,2018-10-07 00:00:00,Adult,40.7905581853786,-73.9597072533787,Gray,Ground Plane,,false,true,false,false,false,,false,false,false,false,false,false,false,false,32E-AM-1007-12
